review_text_processed,polarity
"['empres', 'faz', 'tud', 'agrad', 'client', 'fez', 'qualidad']",1.0
"['otim', 'produt', 'entreg', 'dentr', 'praz', 'estabelec']",1.0
"['mercador', 'bem', 'embal', 'cheg', 'antes', 'praz']",1.0
"['precis', 'troc', 'produt']",1.0
"['sempr', 'satisfeit', 'tud', 'pec', 'aquiobrig']",1.0
"['entreg', 'dentr', 'praz', 'direitinh', 'so', 'acho', 'defeit', 'pq', 'coloqu', 'p', 'carreg', 'noit', 'ineir', 'nao', 'funcion', 'quer', 'sab', 'troc']",1.0
"['abri', 'embalag', 'cx', 'papela', 'esper', 'produt', 'delic', 'nao', 'vir', 'embrulahd', 'papel', 'grosseir', 'tip', 'embrulh', 'sapateir', 'tel', 'vei', 'risc']",0.0
['ok'],1.0
"['material', 'qualidad', 'produt', 'pratic', 'so', 'deix', 'desej', 'espec', 'mant', 'coloc', 'sobr', 'sof', 'nao', 'encaix', 'amarraco', 'deix', 'cap', 'firm', 'movel']",1.0
"['nao', 'sei', 'acontec', 'tent', 'entend', 'compr', 'produt', 'nao', 'recebimand', 'mensag', 'nao', 'retorn', 'mensag', 'sempr', 'compr', 'sit', 'lannist', 'nunc', 'problem', 'entreg']",0.0
"['receb', 'apen', 'lumin', 'proced']",0.0
"['so', 'curt', 'lad', 'melhor', 'nad', 'ne', 'ate', 'fic', 'bonit', 'obg']",1.0
"['recom', 'sup', 'praz']",1.0
['otim'],1.0
"['oi', 'gost', 'ate', 'segund', 'dia', 'produt', 'nao', 'vier', 'vou', 'entrar', 'contat', 'banc', 'pra', 'vc', 'devolv', 'parcel', 'pag', 'suspend', 'restant', 'aguard', 'retorn']",0.0
"['produt', 'nao', 'vei', 'cor', 'azul', 'sim', 'branc', 'nao', 'cor', 'desej']",0.0
"['parabens', 'entreg', 'otim']",1.0
"['bem', 'atend']",1.0
"['ate', 'moment', 'nao', 'receb', 'produt']",0.0
"['cheg', 'antes', 'praz', 'ador']",1.0
['gost'],1.0
"['fiqu', 'satisfeit', 'produt', 'tb', 'rapidez', 'entreg', 'entreg', 'antes', 'dat', 'previsa']",1.0
"['bem', 'embal']",1.0
"['gost', 'compr', 'stark', 'nunc', 'problem', 'compr']",1.0
"['parabens', 'qualidad', 'produt', 'cheg', 'antes', 'esper', 'fiqu', 'impression', 'agor', 'quer', 'sempr', 'compr', 'stark']",1.0
"['excelent', 'servic', 'recom']",1.0
"['nao', 'receb', 'produt', 'compr', 'fiqu', 'decepcion', 'net', 'tamb', 'nao', 'consegu', 'rastr', 'pen']",0.0
"['material', 'receb', 'dentr', 'dat', 'previst']",1.0
"['cheg', 'antes', 'praz']",1.0
"['ache', 'acab', 'ilhos', 'tuim', 'so', 'crom', 'fac']",1.0
"['produt', 'bom', 'bem', 'acab', 'aind', 'vem', 'dedicator', 'pequen', 'lacinh', 'acho', 'loj', 'caminh', 'cert', 'entreg', 'produt', 'qualidad', 'carinh', 'respeit', 'client']",1.0
"['compr', 'segur', 'entreg', 'feit', 'corret']",1.0
"['produt', 'nao', 'satisfatori', 'mim', 'pilh', 'eletr', 'nao', 'radi', 'pequen', 'nao', 'aprov', 'famil']",0.0
"['compr', 'produt', 'vei', 'outr', 'complet', 'diferent']",0.0
"['tud', 'ok', 'ped', 'cheg', 'ate', 'antws', 'temp', 'previst']",1.0
"['cap', 'viola', 'entreg', 'banquet', 'compr', 'junt', 'aind', 'nao', 'ser', 'algum', 'problem']",1.0
"['nao', 'poss', 'avali', 'enquant', 'produt', 'post', 'ocorr', 'grev', 'pais', 'obrig']",0.0
"['produt', 'ordem', 'pouc', 'demor', 'process', 'envi', 'informaco', 'separaca', 'estoquepreparaca', 'pra', 'envi', 'not', 'fiscal', 'antes', 'entrag', 'transport']",1.0
"['produt', 'acord', 'descrica', 'cheg', 'problem', 'recom']",1.0
"['bom', 'produt', 'entreg', 'melhor', 'aind']",1.0
"['ate', 'agor', 'nao', 'receb', 'produt', 'faz', 'mes', 'compr', 'sit', 'ate', 'agor', 'nao', 'cheg', 'residenc']",0.0
"['vei', 'otim', 'estad', 'antes', 'praz', 'desej']",1.0
"['esper', 'receb', 'mercador']",0.0
"['pot', 'mantiment', 'sao', 'lindiss', 'satisfeit', 'compr']",1.0
"['receb', 'produt', 'errad', 'gost', 'devolv', 'quer', 'dinheir', 'volt']",0.0
"['gost', 'bom', 'material', 'bom', 'prec']",1.0
"['so', 'ache', 'tamp', 'dev', 'firm', 'mex', 'pipoc', 'tamp', 'sai', 'pouc', 'pra', 'usar']",1.0
"['produt', 'nao', 'entreg']",0.0
"['produt', 'boa', 'qualidad', 'cheg', 'dia', 'seguint', 'pagament', 'recom']",1.0
"['vei', 'antes', 'praz', 'pro', 'dut', 'corret', 'otim', 'qualidad']",1.0
"['bom', 'sempr', 'compr', 'lannist', 'nunc', 'problem', 'entreg', 'quant', 'produt', 'queri', 'ja', 'conhec', 'marc']",1.0
"['sempr', 'lannist', 'entreg', 'certinh']",1.0
"['produt', 'exat', 'anunc']",1.0
"['produt', 'entreg', 'conform', 'anunc']",1.0
"['nao', 'gost', 'qualidad', 'entreg', 'pois', 'nao', 'entreg', 'enderec', 'mand', 'correi', 'sup', 'long', 'cas', 'pag', 'fret', 'dev', 'entreg', 'diret', 'enderec']",0.0
"['abaix', 'fret', 'compr']",1.0
['ok'],1.0
"['recom', 'produt', 'entreg', 'antes', 'praz']",1.0
"['produt', 'vei', 'bem', 'embal', 'integr', 'surpreend', 'nao', 'faz', 'barulh', 'apen', 'ache', 'algum', 'pec', 'plastic', 'pouc', 'frag', 'pod', 'resistent', 'produt', 'bom']",1.0
"['desej', 'troc', 'produt', 'vei', 'tamanh', 'diferent']",0.0
"['bom', 'produt', 'entreg', 'antes', 'praz', 'recom']",1.0
"['bom', 'produt', 'so', 'ache', 'pouc', 'car']",1.0
"['receb', 'corret', 'ate', 'antes', 'esper']",1.0
"['compr', 'sempr']",1.0
"['loj', 'produt', 'origin', 'gost', 'parabens']",1.0
"['produt', 'entreg', 'antes', 'praz', 'apen', 'questa', 'fret', 'fic', 'car', 'trat', 'produt', 'simpl']",1.0
"['sit', 'mostr', 'produt', 'entrag', 'outr', 'nao', 'aceit', 'errad', 'nunc', 'compr', 'lannist']",0.0
"['produt', 'nao', 'clarez', 'informaca']",0.0
['bom'],1.0
"['tud', 'ocorr', 'perfeit']",1.0
"['nao', 'poss', 'avali', 'pois', 'aind', 'nao', 'receb']",0.0
"['compr', 'kit', 'acessori', 'so', 'receb', 'central', 'control', 'vej', 'districa', 'compr', 'vej', 'falt', 'sensor', 'magnet', 'xas', 'siren', 'central', 'alarm', 'bat']",0.0
"['produt', 'cheg', 'antes', 'dat', 'previst']",1.0
"['entreg', 'rap', 'produt', 'bem', 'embal', 'test', 'perfeitoo']",1.0
"['so', 'fic', 'trist', 'nao', 'receb', 'produt', 'cas', 'ter', 'ir', 'retiral', 'agenc', 'correi']",1.0
"['compr', 'produt', 'receb', 'outr', 'total', 'diferent', 'tent', 'ressarc', 'ha', 'dois', 'dias', 'sucess']",0.0
"['pendent', 'lind', 'ta', 'parabens', 'lannist', 'vend', 'produt', 'prec', 'just', 'boa', 'qualidad', 'simples', 'ame', 'fic', 'lind', 'sal']",1.0
"['bom', 'entreg', 'antes', 'praz']",1.0
"['nao', 'entreg', 'enderec', 'busc', 'peg', 'conduca', 'ate', 'cheg', 'local', 'indic', 'assim', 'compr', 'mesm', 'pessoal', 'detest', 'esper', 'devolv', 'dinheir', 'fret']",0.0
['bom'],1.0
"['entreg', 'rap', 'cheg', 'antes', 'praz', 'esper']",1.0
"['pior', 'compr', 'ja', 'fiz', 'baratheon']",0.0
"['precis', 'sab', 'ser', 'entreg', 'encomendaest', 'atrapalh', 'demor']",0.0
"['produt', 'cheg', 'antes', 'praz', 'estipul', 'fornecedor', 'vem', 'embal', 'lacr', 'produt', 'nao', 'derram']",1.0
"['ped', 'cheg', 'rap', 'bem', 'antes', 'dat', 'previst']",1.0
['bom'],1.0
"['praz', 'entreg', 'pouc', 'long', 'tir', 'tud', 'perfeit']",1.0
"['compr', 'dois', 'ades', 'so', 'receb', 'pod', 'resolv', 'fic', 'aguard']",0.0
"['compr', 'dois', 'produt', 'receb', 'apen']",0.0
"['sincer', 'nao', 'indic', 'ningu']",0.0
"['fiz', 'compr', 'ton', 'entreg', 'cad', 'vez', 'por', 'not', 'fiscal', 'produt', 'const', 'entreg', 'produt', 'fiz', 'ate', 'reclamaca', 'referent', 'produt', 'nao', 'entreg', 'favor', 'ped', 'atenca']",0.0
"['praz', 'entreg', 'surpreend']",1.0
"['primeir', 'instant', 'fiqu', 'satisfeit', 'pois', 'ped', 'cheg', 'antes', 'praz', 'abri', 'caix', 'ped', 'incomplet', 'ped', 'dois', 'jog', 'so', 'vei', 'gost', 'respost', 'sit']",0.0
"['unic', 'pont', 'posit', 'entreg', 'dentr', 'praz', 'produt', 'pessim', 'qualidad', 'part', 'intern', 'solt', 'carcac', 'pra', 'pior', 'nao', 'funcion', 'dinheir', 'jog', 'nao', 'recom', 'ningu']",0.0
['bom'],1.0
"['cheg', 'antes', 'period', 'combin', 'produt', 'otim', 'qualidad']",1.0
"['bom', 'produt', 'entreg', 'antes', 'praz']",1.0
"['produt', 'bom', 'entreg', 'antes', 'praz']",1.0
"['receb', 'parcial', 'pois', 'vei', 'soment', 'unidad', 'avari', 'loj', 'fisic', 'onde', 'fech', 'compr', 'abri', 'protocol', 'verific', 'ocorr']",0.0
"['boomentreg', 'bem', 'antes', 'dat', 'previst']",1.0
"['excelent', 'produt', 'facilit', 'limpez', 'diar', 'entreg', 'antes', 'praz', 'recom']",1.0
"['otim', 'produt', 'cheg', 'dentr', 'praz', 'ador']",1.0
"['produt', 'exelent', 'qualidad', 'entreg', 'rap']",1.0
"['compr', 'dia', 'ja', 'receb', 'dia', 'seguint']",1.0
['gost'],1.0
"['cheg', 'bem', 'antes', 'inform']",1.0
['espetacul'],1.0
"['duv', 'original', 'produt']",0.0
"['chegouant', 'previst', 'pinc', 'vir', 'promet', 'ache', 'bem', 'maci', 'ame']",1.0
"['receb', 'corret']",1.0
"['produt', 'esper']",1.0
"['aind', 'nao', 'receb', 'ped', 'sei', 'porqu', 'insastifeit']",0.0
"['produt', 'otim', 'ame']",1.0
"['compr', 'produt', 'progress', 'all', 'tim', 'valor', 'mand', 'produt', 'edica', 'especial', 'sit', 'valor', 'nao', 'just', 'esper', 'ressarc', 'diferenc']",0.0
"['produt', 'boa', 'qualidad', 'vei', 'bem', 'embal', 'ate', 'proxim', 'compr', 'obrig']",1.0
"['produt', 'bonit', 'bom']",1.0
['otim'],1.0
"['compr', 'relogi', 'cor', 'pulseir', 'pret', 'azul', 'vermelh', 'cheg', 'diferent', 'diss', 'branc', 'ros', 'cinz', 'azul', 'cor', 'ja', 'quer', 'troc', 'produt']",0.0
"['aguard', 'receb', 'produt', 'entreg', 'parcial', 'rest', 'alguns', 'itens']",0.0
"['gost', 'atenca', 'entreg']",1.0
"['alem', 'prec', 'otim', 'entreg', 'previst', 'abril', 'cheg', 'antes', 'esper', 'test', 'maquin', 'tud', 'conform', 'stark', 'indic']",1.0
"['funcional', 'pod', 'melhor', 'vei', 'falt', 'bota', 'vedaca', 'pegador', 'nao', 'compromet', 'belez', 'produt']",1.0
"['produt', 'entreg', 'antes', 'praz', 'determin']",1.0
"['sup', 'rap', 'entreg', 'gost']",1.0
"['otim', 'lind', 'aind', 'entreg', 'antes', 'dat', 'sup', 'recom']",1.0
"['entreg', 'rap', 'bem', 'antes', 'estim', 'realment', 'demonstr', 'sit', 'bom', 'excelent', 'tamanh', 'cor', 'qualidad']",1.0
"['produt', 'ident', 'fot', 'por', 'material', 'faz', 'barulh', 'dev', 'fat', 'impermeavel']",1.0
"['recom', 'loj', 'tb', 'lannist', 'pois', 'produt', 'cheg', 'antes', 'praz', 'estipul', 'otim', 'produt', 'ador', 'super', 'tod', 'espect', 'sup', 'recom', 'loj', 'eficient', 'ame']",1.0
"['produt', 'otim', 'correspond', 'expect']",1.0
"['produt', 'cheg', 'praz']",1.0
"['receb', 'produt', 'corret', 'antes', 'praz', 'estim']",1.0
"['plen', 'satisfeit', 'compr']",1.0
"['entreg', 'rap']",1.0
"['nao', 'receb', 'ningu', 'lig', 'fal', 'msge', 'ningu', 'respond']",0.0
"['boa', 'compr']",1.0
"['melhor', 'loj', 'ame', 'relogi']",1.0
"['aind', 'nao', 'receb', 'cap', 'sof', 'to', 'aguard']",0.0
"['nunc', 'vi', 'demor', 'tant', 'pra', 'entreg', 'internet', 'primeir', 'vez']",0.0
"['loj', 'boa', 'confiavel', 'rap', 'postag', 'pra', 'entreg', 'recom']",1.0
['gost'],1.0
"['nao', 'entreg', 'total', 'not', 'compr', 'dois', 'vas', 'so', 'receb', 'not', 'const', 'dois', 'erro', 'expedica', 'nao', 'sei', 'ja', 'reclam', 'voc', 'ate', 'agor', 'nao', 'soluca', 'atenc']",0.0
"['produt', 'vei', 'cab', 'usb', 'font', 'caix', 'dentr', 'vei', 'danific', 'principal', 'parec', 'nao', 'original', 'aguard', 'soluca']",0.0
"['compr', 'realiz', 'deu', 'tud', 'cert', 'continu', 'recomend', 'loj', 'aceitacaoparabens', 'lannist']",1.0
['vbvbsgfbsbfs'],1.0
"['compr', 'chaveador', 'rca', 'vei', 'defeit', 'cab', 'rca', 'said', 'audi', 'lannist', 'ped', 'uns', 'dias', 'resolv', 'problem', 'nad', 'feit', 'retorn', 'sac', 'deslig', 'car']",0.0
"['recom', 'produt', 'bem', 'feit', 'show']",1.0
"['fragil', 'funcion', 'certinh']",1.0
"['satisfeit', 'servic', 'entreg', 'praz']",1.0
"['compr', 'onlin', 'qualidad']",1.0
"['part', 'moment', 'pagament', 'aprov', 'fiz', 'tod', 'process', 'rap', 'cheg', 'bem', 'antes', 'praz', 'so', 'nao', 'gost', 'embalag', 'feit', 'ok']",1.0
"['ame', 'produt', 'vei', 'exat', 'descrica', 'melhor', 'praz', 'entreg', 'correntinh', 'antes', 'ate', 'dat', 'ameii', 'sup', 'recom']",1.0
"['mama', 'aqu', 'deu', 'cont', 'direiritinh', 'monstag', 'bom', 'fort', 'ja', 'vem', 'adesiv', 'ame']",1.0
"['compr', 'sempr', 'sup', 'recom', 'entreg', 'rap', 'produt', 'otim', 'qualidad']",1.0
"['compr', 'dois', 'kit', 'maquiag', 'cheg', 'apen', 'recom', 'sempr', 'compr', 'lannist', 'sempr', 'cheg', 'cert', 'primeir', 'vez', 'nao', 'vei', 'cert']",0.0
"['atenca', 'complet', 'ador', 'abri', 'ja', 'embrulh', 'present']",1.0
"['entreg', 'antes', 'prazomuit', 'bem']",1.0
"['produt', 'atend', 'expect']",1.0
"['nao', 'recom', 'compr', 'dess', 'produt', 'entreg', 'demor']",0.0
"['produt', 'entreg', 'dentr', 'praz', 'cheg', 'perfeit', 'estadoest', 'satisfeit']",1.0
"['otim', 'produt', 'vc', 'quis', 'present', 'pequen', 'nao', 'quer', 'gast', 'recom']",1.0
"['nao', 'receb', 'produt', 'cas', 'pagu', 'fret', 'retital', 'correi', 'dess', 'maneir', 'nao', 'vej', 'vantag', 'compr', 'internet']",0.0
"['pag', 'produt', 'ate', 'exat', 'moment', 'nao', 'cheg', 'residenc']",0.0
['esper'],1.0
"['ame', 'relogi', 'lannist', 'sempr', 'not']",1.0
"['protetor', 'soment', 'plastic', 'nao', 'gost']",0.0
"['entreg', 'caix', 'lacr', 'soment', 'produt', 'dentr', 'caix']",0.0
"['produt', 'nao', 'cheg']",0.0
"['ped', 'vei', 'errad', 'inves', 'cap', 'pelicul', 'model', 'xiaom', 'redm', 'x', 'vier', 'itens', 'model', 'not']",0.0
"['receb', 'cadeir', 'falt', 'dois', 'parafus', 'compr', 'mont', 'cadeir']",1.0
"['sit', 'lannistercom', 'bom', 'nao', 'reclam', 'pois', 'filhs', 'anos', 'desd', 'pequen', 'compr', 'sit', 'dvd', 'infant', 'brinqued', 'frald']",1.0
"['produt', 'entreg', 'nao', 'so', 'dentr', 'praz', 'sim', 'antes', 'esper', 'mim', 'produt', 'embal', 'form', 'excelent']",1.0
"['produt', 'excelent', 'bem', 'feit', 'entreg', 'feit', 'seman', 'bem', 'antes', 'previst', 'satisfeit', 'obrig']",1.0
"['produt', 'nao', 'original', 'nao', 'funcion', 'perfeica']",0.0
['otim'],1.0
"['pens', 'toalh', 'gross', 'sao', 'bem', 'fin']",0.0
"['entreg', 'tud', 'cert', 'bem', 'antes', 'praz', 'determin']",1.0
"['produt', 'chin', 'marc', 'targus', 'nao', 'verdadeir', 'fabric']",0.0
"['entreg', 'antes', 'praz', 'sup', 'bem', 'embal']",1.0
"['tud', 'certinh']",1.0
"['ache', 'lind', 'pequenocom', 'faz', 'pot', 'arroz', 'nao', 'cab', 'pacot', 'arrozdeix', 'desejargost', 'devolv']",0.0
['gost'],1.0
"['bom', 'praz', 'entreg']",1.0
"['bols', 'sit', 'descrev', 'nao', 'bat', 'receb', 'qualidad', 'produt', 'pessim', 'bols', 'matern', 'bem', 'fragil', 'cheg', 'antes', 'praz', 'por', 'nao', 'recom', 'compr']",0.0
"['embor', 'produt', 'vind', 'corret', 'pass', 'dias', 'praz', 'maxim', 'entreg', 'entreg', 'feit', 'correi', 'pod', 'ter', 'encaminh', 'ced', 'nao', 'transtorn']",0.0
"['produt', 'nao', 'cheg', 'm', 'residenc', 'ate', 'agor', 'nao', 'cheg']",0.0
['not'],1.0
"['produt', 'entreg', 'antes', 'praz', 'estabelec', 'valor', 'competit']",1.0
"['produt', 'entreg', 'form', 'rap', 'parec', 'original', 'bem', 'embal', 'receb', 'recom', 'loj']",1.0
"['bom', 'produt']",1.0
"['gost', 'faz', 'compr', 'c', 'vcs']",1.0
"['produt', 'entreg', 'problem']",1.0
"['entreg', 'feit', 'normal', 'produt', 'boa', 'qualidad']",1.0
"['esper', 'continu', 'funcion', 'bem']",1.0
"['otim', 'cust', 'benefici']",1.0
"['transaca', 'ocorr', 'normal', 'conform', 'ped']",1.0
"['compr', 'feit', 'dia', 'ate', 'dia', 'nao', 'receb', 'depend', 'produt', 'finaliz', 'obra', 'banheir', 'total', 'falt', 'respeit', 'consumidor', 'nunc', 'compr', 'ness', 'loj']",0.0
"['produt', 'antes', 'praz', 'val']",1.0
['otim'],1.0
"['otim', 'produt', 'cheg', 'antes', 'praz']",1.0
['satisfeit'],1.0
"['vei', 'defeit', 'acril', 'fic', 'bem', 'aparent']",0.0
"['loj', 'cumpr', 'praz', 'bem', 'antes', 'dat', 'estipul', 'unic', 'problem', 'sempr', 'correi', 'rj', 'vacil', 'entreg', 'pur', 'preguic', 'trabalh', 'indic', 'loj', 'sim']",1.0
['bom'],1.0
"['entreg', 'sup', 'rap', 'recom']",1.0
"['produt', 'bom', 'val', 'pen', 'tec', 'otim', 'entreg', 'praz']",1.0
"['entreg', 'sup', 'rap', 'produt', 'excelent']",1.0
"['excelent', 'atend', 'dour', 'otim', 'qualidad']",1.0
"['produt', 'cheg', 'antes', 'combin', 'perfeit', 'estad']",1.0
"['entreg', 'feit', 'temp', 'record', 'soment', 'dia', 'esper']",1.0
"['entreg', 'rap', 'bom', 'servic']",1.0
"['produt', 'cheg', 'corret', 'recom']",1.0
"['satisfeit', 'compr', 'produt', 'excelent', 'qualidad', 'cheg', 'antes', 'praz', 'pod', 'compr', 'tranquil', 'parabens', 'loj', 'lannist', 'competenc', 'agil', 'honest']",1.0
"['produt', 'boa', 'qualidad', 'entreg', 'antes', 'praz']",1.0
"['qualidad', 'imag', 'quadr', 'boapor', 'sai', 'plac', 'mdf', 'facil', 'cri', 'facil', 'famos', 'orelh', 'burro', 'pouc', 'desagradavel', 'pois', 'mal', 'receb', 'ja', 'danific']",1.0
"['esper', 'dias', 'apos', 'praz', 'determin', 'pra', 'entreg', 'produt', 'ate', 'agor', 'nadas', 'produt', 'sid', 'entreg', 'recomend', 'loj']",0.0
"['caix', 'vei', 'pont', 'pouc', 'amass', 'acredit', 'nao', 'ating', 'produt', 'entreg', 'dentr', 'praz', 'gost', 'continu', 'assim', 'recomend']",1.0
"['produt', 'fiel', 'descrica', 'bem', 'embal', 'proteca', 'cheg', 'sup', 'rap']",1.0
"['receb', 'mensagens', 'loj', 'diz', 'ped', 'hav', 'sid', 'cancel', 'porqu', 'fornecedor', 'nao', 'entrad', 'contat', 'acontec', 'agor', 'mand', 'mensag', 'pergunt', 'receb', 'produ']",0.0
"['tud', 'sucess', 'desd', 'compr', 'ate', 'entreg']",1.0
"['fiqu', 'satisfeit', 'produt', 'apes', 'fret', 'valor', 'car', 'entreg', 'antes', 'praz']",1.0
"['cap', 'ader', 'bem', 'redm', 'x', 'recom']",1.0
"['produt', 'vei', 'tel', 'vidr', 'lasc', 'tent', 'entrar', 'contat', 'ningu', 'respond', 'produt', 'vem', 'solt', 'enrol', 'plastic', 'nao', 'recom']",0.0
"['bom', 'quer', 'devolv', 'produt', 'ja', 'solicit', 'duas', 'devoluca', 'por', 'nao', 'der', 'retorn', 'ate', 'agor', 'indign']",0.0
"['sit', 'loj', 'lannist', 'simples', 'melhor', 'entreg', 'dat', 'previst', 'produt', 'sempr', 'melhoresrecom']",1.0
"['produt', 'atend', 'maior', 'configuraco', 'origin', 'send', 'funca', 'memor', 'nao', 'funcion', 'dev']",1.0
['bom'],1.0
"['fret', 'absurd', 'car']",1.0
"['produt', 'legal', 'bom', 'acab']",1.0
"['produt', 'entreg', 'praz']",1.0
"['muut', 'rap', 'entreg']",1.0
"['produt', 'exat', 'descrit', 'anunci', 'vend', 'entreg', 'praz', 'recom']",1.0
"['nao', 'consig', 'fal', 'loj', 'produt', 'vei', 'errad']",0.0
"['compr', 'perfeit']",1.0
"['nao', 'recoment', 'vend', 'produt', 'indisponivel', 'estoqu', 'esper', 'boa', 'vontad', 'estorn']",0.0
"['nao', 'receb']",0.0
"['entreg', 'produt', 'total', 'diferent', 'compr', 'entreg', 'anten', 'dbi', 'nao', 'compr']",0.0
"['cheg', 'perfeit', 'estad', 'antes', 'praz']",1.0
['bom'],1.0
"['ja', 'compr', 'stark', 'nunc', 'atras', 'primeir', 'vez', 'ta', 'tend', 'atras', 'justific', 'porqu', 'aind', 'nao', 'cheg', 'aguard']",1.0
"['bom', 'atend']",1.0
"['ame', 'produt', 'sup', 'indic']",1.0
"['bom', 'rapidez', 'entreg']",1.0
"['apen', 'cheg', 'pendent', 'envi', 'email', 'descrev', 'ocorr', 'aind', 'nao', 'receb', 'nenhum', 'satisfaca', 'aguard']",0.0
"['ultim', 'dia', 'prazodiss', 'sistem', 'ped', 'pec', 'indisponivel', 'ja', 'vim', 'alert', 'voc', 'american', 'emailqu', 'tav', 'venc', 'praz', 'nao', 'ger', 'not', 'fiscal', 'aind']",0.0
"['tud', 'dentr', 'conform']",1.0
"['adquir', 'duas', 'unidad', 'produt', 'so', 'envi', 'por', 'nfe', 'envi', 'caix', 'diz', 'fatur', 'dois', 'produt', 'debit', 'carta', 'valor', 'total', 'compr', 'resolv']",1.0
"['produt', 'entreg', 'acim', 'expect']",1.0
"['receb', 'rap', 'recom']",1.0
"['praz', 'entreg', 'loj', 'ate', 'dia', 'aind', 'nao', 'receb', 'produt', 'li', 'var', 'reclamaco', 'atras', 'dest', 'lojaqu', 'sab', 'cheg']",0.0
"['entreg', 'sup', 'rap', 'produt', 'bom']",1.0
"['produt', 'atend', 'expect', 'espos', 'otim', 'qualidad', 'entreg', 'dentr', 'praz', 'acord']",1.0
"['min', 'scann', 'nao', 'funcion', 'precis', 'faz', 'troc', 'produt']",0.0
"['opinia', 'compr', 'produt', 'entreg', 'nao', 'receb', 'notificaca', 'dad', 'entreg', 'produtoenta', 'empres', 'devolv', 'dinheir']",0.0
"['nao', 'confiavel']",0.0
"['produt', 'vei', 'rap', 'perfeit', 'condico', 'compr', 'excelent', 'recom']",1.0
"['entreg', 'rap', 'produt', 'vei', 'perfeit', 'estad', 'compr', 'nov']",1.0
"['nao', 'entreg', 'mercador']",0.0
"['produt', 'cheg', 'dias', 'antes', 'praz', 'esper', 'vei', 'tud', 'cert']",1.0
"['compr', 'cortin', 'vei', 'divers', 'rasg', 'tent', 'devolv', 'produt', 'nao', 'consegu']",0.0
"['maravilh', 'produt']",1.0
"['quer', 'produt']",0.0
"['pens', 'compost', 'energet', 'vi', 'so', 'mac', 'peruan', 'soub', 'nao', 'compr', 'produt', 'outr', 'sit', 'sao', 'compost', 'pud', 'devolv', 'devolv']",0.0
"['entreg', 'rap', 'problem']",1.0
"['recus', 'entreg', 'produt', 'porqu', 'cheg', 'tod', 'quebr', 'aguard', 'ressarc', 'valor']",0.0
"['mochil', 'lind', 'sup', 'confortavel', 'ameiiiiiii']",1.0
"['entreg', 'rap', 'produt', 'cheg', 'acord']",1.0
"['aind', 'nao', 'receb', 'kit', 'vei', 'soment', 'item', 'ped']",1.0
"['cancel', 'ped', 'sit', 'sucess', 'pois', 'sit', 'aleg', 'ar', 'tent', 'recus', 'entreg', 'correi', 'entreg', 'tamb', 'nao', 'aceit', 'agor', 'retorn', 'respeit', 'devoluca']",0.0
"['cheg', 'antes', 'previst', 'tud', 'certinh', 'ok']",1.0
"['otim', 'compr']",1.0
"['lind', 'relogi', 'gost']",1.0
"['cortin', 'entreg', 'prazom', 'ir', 'correi', 'pegarporqu', 'nao', 'cheg', 'casa', 'abrir', 'cor', 'errada', 'ped', 'cinz', 'vei', 'amarel', 'muit', 'decepcion']",0.0
"['excelent', 'ate', 'melhor', 'imagin', 'obrig']",1.0
"['transport', 'feit', 'correi', 'infeliz', 'receb', 'cub', 'quebr', 'envi', 'email', 'moment', 'aind', 'nao', 'obtiv', 'nenhum', 'retorn', 'pra', 'trocaest', 'mto', 'decepcion']",0.0
"['so', 'cheg', 'central', 'multimid', 'send', 'compr']",0.0
"['anunc', 'produt', 'entreg', 'diferent']",0.0
"['produt', 'facil', 'montag', 'atend', 'perfeit', 'proposit', 'otimiz', 'espac']",1.0
"['primeir', 'vez', 'q', 'compr', 'agradec', 'entreg', 'rap', 'parabens']",1.0
"['compr', 'primeir', 'bot', 'vei', 'numeraca', 'cert', 'confortavel', 'val', 'pen']",1.0
['bom'],1.0
"['eficient', 'transferenc', 'muit', 'informaca', 'perfeit', 'gost', 'vou', 'volt', 'compr', 'brev', 'obrig']",1.0
"['tud', 'receb', 'perfeit']",1.0
"['entreg', 'dat', 'produt', 'boa', 'qualidad']",1.0
"['excelent', 'servic', 'prest']",1.0
"['otim', 'produtosup', 'confortavel', 'jeit', 'imagin', 'beb', 'amou']",1.0
"['colch', 'bonit', 'destac', 'bem', 'cam']",1.0
"['quer', 'verdadeir', 'rog', 'sel', 'imetr', 'vei', 'total', 'falsificadatud', 'admir', 'loj', 'lannist', 'vend', 'algo', 'falsific', 'ajud', 'tent', 'acord', 'vcs']",0.0
"['atenc', 'entreg', 'sup', 'rap']",1.0
"['excelent', 'loj', 'recom']",1.0
"['vendendor', 'so', 'vend', 'item', 'outr', 'nao', 'sei', 'nao', 'entreg', 'erro', 'sit', 'compr', 'dois', 'intem', 'pagu', 'unic', 'fret', 'so', 'olha', 'nf']",0.0
"['produt', 'conform', 'expost', 'sie', 'entreg', 'dentr', 'praz', 'estabelec', 'obrig']",1.0
"['ocorr', 'tud', 'bem', 'relaca', 'produt', 'solicit', 'praz', 'entreg', 'send', 'entreg', 'rap', 'so', 'nao', 'poss', 'aind', 'qualific', 'produt', 'jog', 'chav', 'estrel', 'ehc', 'pois', 'nao', 'usad']",1.0
"['excelent', 'produt', 'entreg', 'feit', 'antes', 'praz']",1.0
"['receb', 'antes', 'praz', 'perfeit', 'condico', 'sup', 'recom', 'prec', 'bem', 'acessivel', 'produt', 'otim', 'acab']",1.0
